,1p.prs,1p.pst,3p.prs,3p.pst,count
660,propose,proposed,proposes,proposed,6292372
661,barter,bartered,barters,bartered,0
662,proposition,propositioned,propositions,propositioned,0
663,propound,propounded,propounds,propounded,0
664,prorogue,prorogued,prorogues,prorogued,0
665,bash,bashed,bashes,bashed,0
666,proscribe,proscribed,proscribes,proscribed,56192
667,prosecute,prosecuted,prosecutes,prosecuted,1104300
668,proselytize,proselytized,proselytizes,proselytized,56734
669,bask,basked,basks,basked,0
670,prospect,prospected,prospects,prospected,7104679
671,prosper,prospered,prospers,prospered,1155265
672,prostitute,prostituted,prostitutes,prostituted,894367
673,prostrate,prostrated,prostrates,prostrated,322274
674,bastardize,bastardized,bastardizes,bastardized,0
675,baste,basted,bastes,basted,0
676,bastinado,bastinadoed,bastinados,bastinadoed,0
677,protect,protected,protects,protected,37455957
678,bat,batted,bats,batted,0
679,bate,bated,bates,bated,0
680,bath,bathed,baths,bathed,0
681,bathe,bathed,bathes,bathed,494252
682,protest,protested,protests,protested,0
683,protract,protracted,protracts,protracted,0
684,batter,battered,batters,battered,1676822
685,protrude,protruded,protrudes,protruded,132618
686,battle,battled,battles,battled,0
687,protuberate,protuberated,protuberates,protuberated,0
688,prove,proved,proves,proved,16046788
689,bawl,bawled,bawls,bawled,53024
690,provide,provided,provides,provided,181040994
691,bay,bayed,bays,bayed,78967124
692,bayonet,bayoneted,bayonets,bayoneted,0
693,am,was,is,was,0
694,beach,beached,beaches,beached,105642682
695,provision,provisioned,provisions,provisioned,0
696,bead,beaded,beads,beaded,4916807
697,provoke,provoked,provokes,provoked,960917
698,beam,beamed,beams,beamed,0
699,prowl,prowled,prowls,prowled,0
700,bear,bore,bears,bore,31981362
701,beard,bearded,beards,bearded,3166516
702,prune,pruned,prunes,pruned,0
703,beat,beat,beats,beat,27616668
704,pry,pried,pries,pried,435315
705,beatify,beatified,beatifies,beatified,0
706,beautify,beautified,beautifies,beautified,220247
707,psychoanalyse,psychoanalysed,psychoanalyses,psychoanalysed,0
708,beckon,beckoned,beckons,beckoned,147231
709,become,became,becomes,became,0
710,bed,bedded,beds,bedded,0
711,bedaub,bedaubed,bedaubs,bedaubed,0
712,bedeck,bedecked,bedecks,bedecked,0
713,bedevil,bedevilled,bedevils,bedevilled,0
714,bedew,bedewed,bedews,bedewed,0
715,pub-crawl,pub-crawled,pub-crawls,pub-crawled,0
716,beef,beefed,beefs,beefed,0
717,publicize,publicized,publicizes,publicized,617593
718,beeswax,beeswaxed,beeswaxes,beeswaxed,0
719,beetle,beetled,beetles,beetled,3207549
720,publish,published,publishes,published,14255645
721,befall,befell,befalls,befell,197417
722,befit,befitted,befits,befitted,31021
723,pucker,puckered,puckers,puckered,0
724,befog,befogged,befogs,befogged,0
725,befoul,befouled,befouls,befouled,0
726,befriend,befriended,befriends,befriended,0
727,puddle,puddled,puddles,puddled,0
728,befuddle,befuddled,befuddles,befuddled,0
729,beg,begged,begs,begged,2616794
730,beget,begot,begets,begot,0
731,beggar,beggared,beggars,beggared,531456
732,puff,puffed,puffs,puffed,0
733,begin,began,begins,began,45434902
734,begrime,begrimed,begrimes,begrimed,0
735,begrudge,begrudged,begrudges,begrudged,0
736,beguile,beguiled,beguiles,beguiled,52351
737,pug,pugged,pugs,pugged,0
738,behave,behaved,behaves,behaved,3193930
739,behead,beheaded,beheads,beheaded,0
740,puke,puked,pukes,puked,0
741,behold,beheld,beholds,beheld,2847118
742,behove,behoved,behoves,behoved,0
743,pule,puled,pules,puled,29084
744,pull,pulled,pulls,pulled,19061871
745,bejewel,bejewelled,bejewels,bejewelled,0
746,belabour,belaboured,belabours,belaboured,0
747,belay,belayed,belays,belayed,297360
748,belch,belched,belches,belched,115135
749,beleaguer,beleaguered,beleaguers,beleaguered,0
750,belie,belied,belies,belied,0
751,believe,believed,believes,believed,75918053
752,pullulate,pullulated,pullulates,pullulated,0
753,belittle,belittled,belittles,belittled,167035
754,pulp,pulped,pulps,pulped,0
755,pulsate,pulsated,pulsates,pulsated,37283
756,pulse,pulsed,pulses,pulsed,0
757,pulverize,pulverized,pulverizes,pulverized,30384
758,pump,pumped,pumps,pumped,18643932
759,bellow,bellowed,bellows,bellowed,492951
760,pun,punned,puns,punned,1298700
761,punch,punched,punches,punched,6872844
762,belly-ache,belly-ached,belly-aches,belly-ached,0
763,belly-land,belly-landed,belly-lands,belly-landed,0
764,belly-laugh,belly-laughed,belly-laughs,belly-laughed,0
765,belong,belonged,belongs,belonged,9233597
766,belt,belted,belts,belted,0
767,punctuate,punctuated,punctuates,punctuated,111290
768,puncture,punctured,punctures,punctured,721038
769,bemoan,bemoaned,bemoans,bemoaned,0
770,bemuse,bemused,bemuses,bemused,0
771,punish,punished,punishes,punished,2016120
772,bend,bent,bends,bent,9342191
773,punt,punted,punts,punted,0
774,benefice,beneficed,benefices,beneficed,0
775,pup,pupped,pups,pupped,1564770
776,pupate,pupated,pupates,pupated,0
777,benefit,benefited,benefits,benefited,47703520
778,purchase,purchased,purchases,purchased,0
779,puree,pureed,purees,pureed,438733
780,purge,purged,purges,purged,0
781,purify,purified,purifies,purified,575957
782,bequeath,bequeathed,bequeaths,bequeathed,0
783,berate,berated,berates,berated,76121
784,bereave,bereaved,bereaves,bereaved,13647
785,purl,purled,purls,purled,260145
786,purloin,purloined,purloins,purloined,0
787,berth,berthed,berths,berthed,1056010
788,beseech,besought,beseeches,besought,0
789,purport,purported,purports,purported,0
790,beseem,beseemed,beseems,beseemed,0
791,beset,beset,besets,beset,373969
792,purpose,purposed,purposes,purposed,0
793,besiege,besieged,besieges,besieged,54544
794,besmear,besmeared,besmears,besmeared,0
795,besmirch,besmirched,besmirches,besmirched,0
796,purr,purred,purrs,purred,0
797,purse,pursed,purses,pursed,0
798,bespeak,bespoke,bespeaks,bespoke,0
799,best,bested,bests,bested,371852748
800,pursue,pursued,pursues,pursued,7615784
801,bestir,bestirred,bestirs,bestirred,16037
802,bestow,bestowed,bestows,bestowed,422835
803,bestrew,bestrewed,bestrews,bestrewed,0
804,bestride,bestrode,bestrides,bestrode,0
805,purvey,purveyed,purveys,purveyed,0
806,bet,bet,bets,bet,15943118
807,betake,betook,betakes,betook,0
808,push,pushed,pushes,pushed,20775147
809,bethink,bethought,bethinks,bethought,0
810,betoken,betokened,betokens,betokened,0
811,betray,betrayed,betrays,betrayed,557182
812,betroth,betrothed,betroths,betrothed,13539
813,better,bettered,betters,bettered,157079378
814,bevel,bevelled,bevels,bevelled,0
815,bewail,bewailed,bewails,bewailed,0
816,bewilder,bewildered,bewilders,bewildered,0
817,bewitch,bewitched,bewitches,bewitched,22818
818,pussyfoot,pussyfooted,pussyfoots,pussyfooted,18267
819,put,put,puts,put,0
820,bias,biassed,biasses,biassed,8807284
821,bib,bibbed,bibs,bibbed,2217795
822,bicker,bickered,bickers,bickered,110055
823,bicycle,bicycled,bicycles,bicycled,0
824,bid,bade,bids,bade,70427114
825,bid,bid,bids,bid,70427114
826,putrefy,putrefied,putrefies,putrefied,0
827,putt,putted,putts,putted,918740
828,biff,biffed,biffs,biffed,0
829,putter,puttered,putters,puttered,0
830,bifurcate,bifurcated,bifurcates,bifurcated,32360
831,putty,puttied,putties,puttied,1065017
832,puzzle,puzzled,puzzles,puzzled,14083532
833,bike,biked,bikes,biked,0
834,bilk,bilked,bilks,bilked,0
835,bill,billed,bills,billed,0
836,billet,billeted,billets,billeted,0
837,quack,quacked,quacks,quacked,484886
838,billow,billowed,billows,billowed,0
839,quadruple,quadrupled,quadruples,quadrupled,0
840,quadruplicate,quadruplicated,quadruplicates,quadruplicated,18102
841,quaff,quaffed,quaffs,quaffed,0
842,bind,bound,binds,bound,6677053
843,quail,quailed,quails,quailed,0
844,quake,quaked,quakes,quaked,0
845,qualify,qualified,qualifies,qualified,9469457
846,quantify,quantified,quantifies,quantified,1512122
847,quarantine,quarantined,quarantines,quarantined,0
848,quarrel,quarrelled,quarrels,quarrelled,0
849,birch,birched,birches,birched,0
850,quarry,quarried,quarries,quarried,0
851,quarter,quartered,quarters,quartered,0
852,quash,quashed,quashes,quashed,0
853,bisect,bisected,bisects,bisected,46896
854,quaver,quavered,quavers,quavered,23360
855,queen,queened,queens,queened,0
856,bitch,bitched,bitches,bitched,8302447
857,bite,bit,bites,bit,0
858,queer,queered,queers,queered,0
859,quell,quelled,quells,quelled,0
860,quench,quenched,quenches,quenched,0
861,query,queried,queries,queried,0
862,quest,quested,quests,quested,0
863,bivouac,bivouacked,bivouacs,bivouacked,87780
864,question,questioned,questions,questioned,0
865,blab,blabbed,blabs,blabbed,107287
866,blabber,blabbered,blabbers,blabbered,101525
867,black,blacked,blacks,blacked,244690155
868,queue,queued,queues,queued,0
869,quibble,quibbled,quibbles,quibbled,390149
870,blackball,blackballed,blackballs,blackballed,0
871,quicken,quickened,quickens,quickened,1577333
872,quick-freeze,quick-froze,quick-freezes,quick-froze,0
873,blacken,blackened,blackens,blackened,73047
874,blackguard,blackguarded,blackguards,blackguarded,43425
875,black-lead,black-leaded,black-leads,black-leaded,0
876,quiet,quieted,quiets,quieted,16746894
877,blackleg,blacklegged,blacklegs,blacklegged,0
878,quieten,quietened,quietens,quietened,22106
879,blacklist,blacklisted,blacklists,blacklisted,0
880,blackmail,blackmailed,blackmails,blackmailed,640108
881,quilt,quilted,quilts,quilted,0
882,quip,quipped,quips,quipped,198143
883,blame,blamed,blames,blamed,8170544
884,quit,quit,quits,quit,10324803
885,blanch,blanched,blanches,blanched,0
886,quiver,quivered,quivers,quivered,0
887,blandish,blandished,blandishes,blandished,0
888,quiz,quizzed,quizzes,quizzed,0
889,blanket,blanketed,blankets,blanketed,5457762
890,blare,blared,blares,blared,49365
891,blaspheme,blasphemed,blasphemes,blasphemed,0
892,quote,quoted,quotes,quoted,139242226
893,blast,blasted,blasts,blasted,0
894,blather,blathered,blathers,blathered,0
895,blaze,blazed,blazes,blazed,2448412
896,rabbit,rabbited,rabbits,rabbited,0
897,blaze,blazed,blazes,blazed,2448412
898,blazon,blazoned,blazons,blazoned,72113
899,bleach,bleached,bleaches,bleached,0
900,race,raced,races,raced,0
901,bleat,bleated,bleats,bleated,144793
902,bleed,bled,bleeds,bled,1989071
903,bleep,bleeped,bleeps,bleeped,0
904,blemish,blemished,blemishes,blemished,421165
905,blench,blenched,blenches,blenched,0
906,blend,blended,blends,blended,9680982
907,bless,blessed,blesses,blessed,5477461
908,rack,racked,racks,racked,14533607
909,racket,racketed,rackets,racketed,0
910,blether,blethered,blethers,blethered,0
911,racketeer,racketeered,racketeers,racketeered,45055
912,blight,blighted,blights,blighted,906914
913,blind,blinded,blinds,blinded,16485480
914,radiate,radiated,radiates,radiated,394175
915,blindfold,blindfolded,blindfolds,blindfolded,283959
916,blink,blinked,blinks,blinked,0
917,radicalize,radicalized,radicalizes,radicalized,15206
918,radio,radioed,radios,radioed,0
919,blister,blistered,blisters,blistered,0
920,blitz,blitzed,blitzes,blitzed,2476009
921,bloat,bloated,bloats,bloated,0
922,block,blocked,blocks,blocked,49694725
923,blockade,blockaded,blockades,blockaded,0
924,raffle,raffled,raffles,raffled,1541879
925,raft,rafted,rafts,rafted,0
926,rag,ragged,rags,ragged,0
927,rage,raged,rages,raged,0
928,blood,blooded,bloods,blooded,0
929,raid,raided,raids,raided,0
930,rail,railed,rails,railed,0
931,railroad,railroaded,railroads,railroaded,0
932,rain,rained,rains,rained,0
933,bloom,bloomed,blooms,bloomed,0
934,raise,raised,raises,raised,21099943
935,blossom,blossomed,blossoms,blossomed,0
936,rake,raked,rakes,raked,1652408
937,blot,blotted,blots,blotted,0
938,blow,blew,blows,blew,31344495
939,rally,rallied,rallies,rallied,0
940,blow-dry,blow-dried,blow-dries,blow-dried,0
941,ram,rammed,rams,rammed,23864106
942,ramble,rambled,rambles,rambled,521153
943,ramify,ramified,ramifies,ramified,0
944,blubber,blubbered,blubbers,blubbered,134238
945,rampage,rampaged,rampages,rampaged,0
946,bludgeon,bludgeoned,bludgeons,bludgeoned,0
947,blue,blued,blues,blued,126160941
948,range,ranged,ranges,ranged,0
949,rank,ranked,ranks,ranked,0
950,blue-pencil,blue-pencilled,blue-pencils,blue-pencilled,0
951,rankle,rankled,rankles,rankled,0
952,bluff,bluffed,bluffs,bluffed,3906671
953,ransack,ransacked,ransacks,ransacked,0
954,ransom,ransomed,ransoms,ransomed,1422526
955,rant,ranted,rants,ranted,3683247
956,blunder,blundered,blunders,blundered,393255
957,rap,rapped,raps,rapped,10729871
958,blunt,blunted,blunts,blunted,0
959,rape,raped,rapes,raped,0
960,blur,blurred,blurs,blurred,1916915
961,blush,blushed,blushes,blushed,0
962,bluster,blustered,blusters,blustered,0
963,board,boarded,boards,boarded,0
964,rarefy,rarefied,rarefies,rarefied,0
965,boast,boasted,boasts,boasted,1239080
966,boat,boated,boats,boated,0
967,rasp,rasped,rasps,rasped,166753
968,rat,ratted,rats,ratted,10626001
969,bob,bobbed,bobs,bobbed,42494016
970,rate,rated,rates,rated,0
971,ratify,ratified,ratifies,ratified,670714
972,bobsled,bobsledded,bobsleds,bobsledded,291423
973,bobsleigh,bobsleighed,bobsleighs,bobsleighed,166731
974,ratiocinate,ratiocinated,ratiocinates,ratiocinated,0
975,ration,rationed,rations,rationed,0
976,bode,boded,bodes,boded,708009
977,rationalize,rationalized,rationalizes,rationalized,430764
978,rattle,rattled,rattles,rattled,1162261
979,bogey,bogeyed,bogeys,bogeyed,350651
980,boggle,boggled,boggles,boggled,217376
981,boil,boiled,boils,boiled,2422265
982,ravage,ravaged,ravages,ravaged,0
983,rave,raved,raves,raved,2747392
984,ravel,ravelled,ravels,ravelled,0
985,raven,ravened,ravens,ravened,4630541
986,ravish,ravished,ravishes,ravished,48528
987,ray,rayed,rays,rayed,0
988,raze,razed,razes,razed,0
989,razor,razored,razors,razored,0
990,bolster,bolstered,bolsters,bolstered,1079347
991,bolt,bolted,bolts,bolted,5202005
992,bomb,bombed,bombs,bombed,10028218
993,bombard,bombarded,bombards,bombarded,204887
994,reach,reached,reaches,reached,35687918
995,react,reacted,reacts,reacted,4126376
996,reactivate,reactivated,reactivates,reactivated,255209
997,read,read,reads,read,322331766
998,bond,bonded,bonds,bonded,0
999,readdress,readdressed,readdresses,readdressed,0
1000,bone,boned,bones,boned,0
1001,readjust,readjusted,readjusts,readjusted,0
1002,ready,readied,readies,readied,62667516
1003,reaffirm,reaffirmed,reaffirms,reaffirmed,414370
1004,reafforest,reafforested,reafforests,reafforested,0
1005,boo,booed,boos,booed,0
1006,boob,boobed,boobs,boobed,9557488
1007,realign,realigned,realigns,realigned,179060
1008,booby-trap,booby-trapped,booby-traps,booby-trapped,0
1009,boohoo,boohooed,boohoos,boohooed,27657
1010,realize,realized,realizes,realized,14098493
1011,book,booked,books,booked,0
1012,reanimate,reanimated,reanimates,reanimated,21603
1013,reap,reaped,reaps,reaped,1793273
1014,reappear,reappeared,reappears,reappeared,298918
1015,rear,reared,rears,reared,22323038
1016,rearm,rearmed,rearms,rearmed,45604
1017,rearrange,rearranged,rearranges,rearranged,515809
1018,reason,reasoned,reasons,reasoned,0
1019,boom,boomed,booms,boomed,0
1020,boomerang,boomeranged,boomerangs,boomeranged,775713
1021,reassure,reassured,reassures,reassured,612572
1022,boost,boosted,boosts,boosted,13675076
1023,rebel,rebelled,rebels,rebelled,6527810
1024,boot,booted,boots,booted,0
1025,rebind,rebound,rebinds,rebound,55572
1026,bootleg,bootlegged,bootlegs,bootlegged,0
1027,rebound,rebounded,rebounds,rebounded,5540042
1028,rebuff,rebuffed,rebuffs,rebuffed,80293
1029,rebuild,rebuilt,rebuilds,rebuilt,4569457
1030,rebuke,rebuked,rebukes,rebuked,383708
1031,booze,boozed,boozes,boozed,1178694
1032,rebut,rebutted,rebuts,rebutted,235254
1033,bop,bopped,bops,bopped,0
1034,recall,recalled,recalls,recalled,12118110
1035,recant,recanted,recants,recanted,64592
1036,recap,recapped,recaps,recapped,0
1037,recap,recapped,recaps,recapped,0
1038,recapitulate,recapitulated,recapitulates,recapitulated,57231
